train_number,train_name,source,destination,travel_class,booking_date,travel_date,days_before_travel,waitlist_position,month,day_of_week,is_festival_season,is_peak_season,is_weekend,train_type,confirmed,total_seats_class,cancellation_rate
12903,Golden Temple Mail,BL,ST,2A,2026-03-23,2026-04-01,9,0,4,2,True,True,False,Superfast,True,263,0.279
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-03-08,2026-04-01,24,0,4,2,True,True,False,Duronto,True,177,0.052
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-12-15,2026-01-31,47,0,1,5,False,False,True,Duronto,True,56,0.112
12137,Punjab Mail,MMR,JHS,2A,2026-01-02,2026-03-08,65,0,3,6,True,False,True,Mail,True,128,0.291
12137,Punjab Mail,ET,AGC,GN,2026-01-13,2026-03-04,50,0,3,2,True,False,False,Mail,True,220,0.326
12951,Mumbai Rajdhani,MMCT,BRC,3A,2026-02-05,2026-03-23,46,0,3,0,True,False,False,Rajdhani,True,160,0.213
12909,Garib Rath,BRC,NDLS,3A,2025-09-28,2026-01-22,116,0,1,3,False,False,False,Garib Rath,True,188,0.116
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-03-10,2026-03-23,13,10,3,0,True,False,False,Duronto,True,190,0.236
12953,August Kranti Rajdhani,BRC,NDLS,3A,2025-10-06,2026-01-25,111,0,1,6,False,False,True,Rajdhani,True,374,0.345
12953,August Kranti Rajdhani,BRC,KOTA,2A,2025-12-01,2026-01-22,52,0,1,3,False,False,False,Rajdhani,True,179,0.083
12953,August Kranti Rajdhani,MMCT,ST,2A,2025-11-01,2026-02-26,117,0,2,3,False,False,False,Rajdhani,True,122,0.323
12137,Punjab Mail,BPL,NDLS,GN,2026-01-02,2026-02-17,46,28,2,1,False,False,False,Mail,True,170,0.283
12137,Punjab Mail,MMR,NDLS,SL,2026-01-12,2026-03-07,54,0,3,5,True,False,True,Mail,True,366,0.23
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-10-01,2026-01-27,118,0,1,1,False,False,False,Duronto,True,337,0.081
12137,Punjab Mail,NMD,ET,SL,2025-12-22,2026-02-14,54,17,2,5,False,False,True,Mail,True,105,0.208
12137,Punjab Mail,KYN,BPL,SL,2025-10-10,2026-01-31,113,0,1,5,False,False,True,Mail,True,169,0.171
12909,Garib Rath,KOTA,NDLS,3A,2025-11-02,2026-02-06,96,0,2,4,False,False,False,Garib Rath,True,387,0.158
12903,Golden Temple Mail,BVI,RTM,SL,2025-12-01,2026-01-25,55,0,1,6,False,False,True,Superfast,True,52,0.099
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-01-12,2026-02-19,38,15,2,3,False,False,False,Duronto,False,148,0.184
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-11-23,2026-02-28,97,0,2,5,False,False,True,Duronto,True,258,0.217
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-11-13,2026-02-05,84,0,2,3,False,False,False,Duronto,True,374,0.262
12909,Garib Rath,BRC,NDLS,3A,2026-01-01,2026-03-09,67,0,3,0,True,False,False,Garib Rath,True,190,0.058
12621,Tamil Nadu Express,BSL,NDLS,GN,2026-03-06,2026-03-25,19,0,3,2,True,False,False,Superfast,True,258,0.152
12621,Tamil Nadu Express,CSMT,AGC,2A,2025-12-09,2026-02-11,64,0,2,2,False,False,False,Superfast,True,184,0.095
12953,August Kranti Rajdhani,MMCT,NDLS,1A,2025-12-06,2026-02-20,76,0,2,4,False,False,False,Rajdhani,True,210,0.073
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-10-01,2026-01-27,118,0,1,1,False,False,False,Duronto,True,271,0.121
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-11-29,2026-01-22,54,0,1,3,False,False,False,Duronto,True,382,0.25
12925,Paschim Express,BVI,RTM,SL,2025-12-28,2026-02-07,41,0,2,5,False,False,True,Superfast,True,141,0.056
12909,Garib Rath,BRC,KOTA,3A,2026-02-11,2026-04-07,55,0,4,1,True,True,False,Garib Rath,True,89,0.155
12621,Tamil Nadu Express,BSL,BPL,GN,2026-01-23,2026-03-18,54,0,3,2,True,False,False,Superfast,True,153,0.13
12621,Tamil Nadu Express,KYN,MMR,2A,2025-11-24,2026-01-25,62,0,1,6,False,False,True,Superfast,True,296,0.243
12925,Paschim Express,KOTA,SWM,SL,2025-12-13,2026-02-25,74,0,2,2,False,False,False,Superfast,True,348,0.307
12909,Garib Rath,ST,NDLS,3A,2026-01-04,2026-03-14,69,0,3,5,True,False,True,Garib Rath,True,246,0.215
12621,Tamil Nadu Express,MMR,AGC,GN,2025-11-27,2026-01-20,54,28,1,1,False,False,False,Superfast,False,181,0.122
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-02-08,2026-03-19,39,7,3,3,True,False,False,Duronto,True,150,0.246
12951,Mumbai Rajdhani,MMCT,NDLS,1A,2025-11-11,2026-02-19,100,0,2,3,False,False,False,Rajdhani,True,247,0.133
12909,Garib Rath,MMCT,ST,3A,2025-10-19,2026-01-11,84,0,1,6,False,False,True,Garib Rath,True,51,0.129
12953,August Kranti Rajdhani,KOTA,NDLS,3A,2026-03-07,2026-03-17,10,0,3,1,True,False,False,Rajdhani,True,140,0.198
12137,Punjab Mail,MMR,BPL,SL,2026-01-09,2026-02-01,23,27,2,6,False,False,True,Mail,True,268,0.234
12909,Garib Rath,MMCT,BRC,3A,2026-03-17,2026-04-04,18,75,4,5,True,True,True,Garib Rath,False,74,0.128
12903,Golden Temple Mail,RTM,SWM,SL,2025-10-14,2026-01-29,107,0,1,3,False,False,False,Superfast,True,386,0.323
12925,Paschim Express,BRC,RTM,SL,2025-10-19,2026-02-06,110,0,2,4,False,False,False,Superfast,True,338,0.19
12903,Golden Temple Mail,BRC,SWM,2A,2026-03-14,2026-04-07,24,67,4,1,True,True,False,Superfast,False,201,0.094
12951,Mumbai Rajdhani,SWM,NDLS,3A,2026-03-27,2026-03-30,3,0,3,0,True,False,False,Rajdhani,True,55,0.26
12953,August Kranti Rajdhani,BRC,NDLS,3A,2025-12-25,2026-01-25,31,30,1,6,False,False,True,Rajdhani,True,85,0.232
12953,August Kranti Rajdhani,ST,NDLS,2A,2025-12-28,2026-02-19,53,0,2,3,False,False,False,Rajdhani,True,130,0.259
12925,Paschim Express,ST,SWM,2A,2026-02-27,2026-03-04,5,63,3,2,True,False,False,Superfast,False,387,0.105
12903,Golden Temple Mail,MTJ,NDLS,3A,2026-01-24,2026-03-11,46,30,3,2,True,False,False,Superfast,True,380,0.229
12187,Mumbai Garib Rath,BSL,GWL,3A,2026-02-02,2026-02-21,19,9,2,5,False,False,True,Garib Rath,True,298,0.147
12187,Mumbai Garib Rath,BSL,NDLS,3A,2026-01-16,2026-03-02,45,0,3,0,True,False,False,Garib Rath,True,312,0.252
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-02-23,2026-03-20,25,37,3,4,True,False,False,Garib Rath,True,227,0.282
12951,Mumbai Rajdhani,BRC,KOTA,3A,2026-01-21,2026-01-21,0,0,1,2,False,False,False,Rajdhani,True,164,0.243
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-01-16,2026-04-08,82,0,4,2,True,True,False,Duronto,True,141,0.072
12925,Paschim Express,BRC,SWM,SL,2025-11-28,2026-02-22,86,0,2,6,False,False,True,Superfast,True,282,0.137
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-02-26,2026-03-23,25,0,3,0,True,False,False,Duronto,True,196,0.115
12187,Mumbai Garib Rath,KYN,JHS,3A,2025-10-27,2026-02-23,119,0,2,0,False,False,False,Garib Rath,True,82,0.156
12621,Tamil Nadu Express,BSL,JHS,GN,2025-11-21,2026-01-13,53,0,1,1,False,False,False,Superfast,True,343,0.242
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-01-26,2026-03-12,45,0,3,3,True,False,False,Duronto,True,58,0.214
12953,August Kranti Rajdhani,MMCT,BRC,1A,2026-01-13,2026-02-02,20,14,2,0,False,False,False,Rajdhani,False,223,0.338
12953,August Kranti Rajdhani,ST,BRC,2A,2025-12-31,2026-03-17,76,0,3,1,True,False,False,Rajdhani,True,147,0.096
12909,Garib Rath,ST,BRC,3A,2026-01-16,2026-02-01,16,53,2,6,False,False,True,Garib Rath,False,261,0.273
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-27,2026-02-05,40,0,2,3,False,False,False,Duronto,True,68,0.13
12953,August Kranti Rajdhani,KOTA,NDLS,2A,2025-12-29,2026-03-08,69,0,3,6,True,False,True,Rajdhani,True,306,0.293
12953,August Kranti Rajdhani,MMCT,RTM,3A,2026-01-25,2026-02-06,12,23,2,4,False,False,False,Rajdhani,True,150,0.322
12137,Punjab Mail,MMR,AGC,3A,2025-11-05,2026-02-14,101,0,2,5,False,False,True,Mail,True,398,0.062
12903,Golden Temple Mail,KOTA,NDLS,3A,2026-01-04,2026-01-15,11,44,1,3,False,False,False,Superfast,False,176,0.103
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-11,2026-02-23,43,0,2,0,False,False,False,Duronto,True,336,0.269
12137,Punjab Mail,MTJ,NDLS,SL,2026-02-03,2026-02-03,0,65,2,1,False,False,False,Mail,True,396,0.225
12951,Mumbai Rajdhani,SWM,NDLS,3A,2025-11-27,2026-02-27,92,0,2,4,False,False,False,Rajdhani,False,337,0.181
12187,Mumbai Garib Rath,BPL,NDLS,3A,2025-12-24,2026-03-19,85,0,3,3,True,False,False,Garib Rath,True,341,0.349
12953,August Kranti Rajdhani,KOTA,NDLS,3A,2025-12-25,2026-04-08,104,0,4,2,True,True,False,Rajdhani,True,249,0.085
12903,Golden Temple Mail,BVI,BL,2A,2026-01-30,2026-02-17,18,0,2,1,False,False,False,Superfast,True,217,0.206
12137,Punjab Mail,MMR,NDLS,2A,2025-12-26,2026-02-06,42,0,2,4,False,False,False,Mail,True,116,0.201
12187,Mumbai Garib Rath,JHS,NDLS,3A,2026-01-20,2026-03-16,55,21,3,0,True,False,False,Garib Rath,True,238,0.294
12925,Paschim Express,BRC,RTM,2A,2025-12-13,2026-01-31,49,0,1,5,False,False,True,Superfast,True,257,0.156
12953,August Kranti Rajdhani,BRC,NDLS,3A,2026-02-07,2026-03-11,32,10,3,2,True,False,False,Rajdhani,True,236,0.255
12925,Paschim Express,BRC,RTM,2A,2026-01-13,2026-02-25,43,0,2,2,False,False,False,Superfast,True,154,0.254
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-03-18,2026-03-23,5,223,3,0,True,False,False,Duronto,False,330,0.165
12621,Tamil Nadu Express,BSL,JHS,SL,2026-01-17,2026-02-12,26,0,2,3,False,False,False,Superfast,True,191,0.281
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-22,2026-03-22,90,0,3,6,True,False,True,Duronto,True,267,0.092
12951,Mumbai Rajdhani,MMCT,BRC,3A,2025-12-14,2026-01-17,34,0,1,5,False,False,True,Rajdhani,True,366,0.225
12909,Garib Rath,MMCT,BRC,3A,2025-12-05,2026-01-11,37,12,1,6,False,False,True,Garib Rath,True,57,0.25
12903,Golden Temple Mail,BRC,MTJ,SL,2025-11-01,2026-01-31,91,0,1,5,False,False,True,Superfast,True,255,0.323
12137,Punjab Mail,BSL,ET,2A,2026-02-11,2026-03-04,21,58,3,2,True,False,False,Mail,False,186,0.257
12187,Mumbai Garib Rath,GWL,NDLS,3A,2025-12-26,2026-02-07,43,20,2,5,False,False,True,Garib Rath,True,198,0.088
12951,Mumbai Rajdhani,MMCT,NDLS,2A,2026-01-01,2026-04-01,90,0,4,2,True,True,False,Rajdhani,True,238,0.252
12187,Mumbai Garib Rath,GWL,NDLS,3A,2025-12-26,2026-04-01,96,0,4,2,True,True,False,Garib Rath,True,271,0.201
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-01-09,2026-01-30,21,40,1,4,False,False,False,Duronto,False,249,0.087
12925,Paschim Express,ST,MTJ,2A,2025-12-27,2026-03-14,77,0,3,5,True,False,True,Superfast,False,54,0.232
12621,Tamil Nadu Express,CSMT,AGC,3A,2025-12-09,2026-01-23,45,27,1,4,False,False,False,Superfast,True,89,0.072
12909,Garib Rath,BVI,BRC,3A,2025-11-23,2026-01-18,56,0,1,6,False,False,True,Garib Rath,True,154,0.122
12187,Mumbai Garib Rath,BPL,JHS,3A,2026-02-13,2026-02-19,6,70,2,3,False,False,False,Garib Rath,False,226,0.215
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-03-04,2026-03-15,11,0,3,6,True,False,True,Duronto,True,167,0.122
12951,Mumbai Rajdhani,MMCT,KOTA,1A,2026-01-16,2026-02-28,43,19,2,5,False,False,True,Rajdhani,False,277,0.279
12953,August Kranti Rajdhani,ST,RTM,1A,2025-09-27,2026-01-23,118,0,1,4,False,False,False,Rajdhani,True,354,0.174
12903,Golden Temple Mail,BRC,NDLS,SL,2026-01-09,2026-01-29,20,53,1,3,False,False,False,Superfast,True,238,0.141
12903,Golden Temple Mail,MMCT,BVI,3A,2026-01-12,2026-04-04,82,0,4,5,True,True,True,Superfast,True,341,0.085
12953,August Kranti Rajdhani,BRC,KOTA,3A,2025-12-24,2026-02-05,43,28,2,3,False,False,False,Rajdhani,True,304,0.076
12137,Punjab Mail,BSL,GWL,2A,2025-12-10,2026-01-21,42,24,1,2,False,False,False,Mail,False,144,0.205
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-11-12,2026-02-07,87,0,2,5,False,False,True,Duronto,True,311,0.248
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-18,2026-03-04,76,0,3,2,True,False,False,Duronto,True,274,0.187
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-04,2026-01-26,22,78,1,0,False,False,False,Duronto,False,248,0.138
12137,Punjab Mail,BSL,ET,2A,2026-03-15,2026-04-09,25,0,4,3,True,True,False,Mail,False,207,0.128
12621,Tamil Nadu Express,BSL,ET,GN,2025-11-01,2026-02-22,113,0,2,6,False,False,True,Superfast,False,254,0.109
12621,Tamil Nadu Express,CSMT,ET,SL,2025-11-13,2026-01-25,73,0,1,6,False,False,True,Superfast,True,58,0.253
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-11-19,2026-03-04,105,0,3,2,True,False,False,Duronto,True,135,0.189
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-03-06,2026-04-08,33,16,4,2,True,True,False,Duronto,True,299,0.175
12621,Tamil Nadu Express,JHS,NDLS,SL,2026-01-23,2026-03-13,49,31,3,4,True,False,False,Superfast,True,355,0.204
12903,Golden Temple Mail,MMCT,BL,3A,2026-01-13,2026-02-08,26,17,2,6,False,False,True,Superfast,True,331,0.335
12953,August Kranti Rajdhani,RTM,KOTA,1A,2025-12-13,2026-03-05,82,0,3,3,True,False,False,Rajdhani,True,297,0.086
12187,Mumbai Garib Rath,BPL,JHS,3A,2025-12-10,2026-03-29,109,0,3,6,True,False,True,Garib Rath,True,98,0.307
12909,Garib Rath,MMCT,BRC,3A,2026-01-20,2026-03-06,45,6,3,4,True,False,False,Garib Rath,True,156,0.213
12187,Mumbai Garib Rath,BSL,JHS,3A,2026-03-02,2026-03-05,3,211,3,3,True,False,False,Garib Rath,False,306,0.188
12909,Garib Rath,BRC,KOTA,3A,2025-10-14,2026-01-21,99,0,1,2,False,False,False,Garib Rath,True,339,0.324
12137,Punjab Mail,KYN,JHS,GN,2026-03-10,2026-03-31,21,0,3,1,True,False,False,Mail,True,281,0.208
12951,Mumbai Rajdhani,KOTA,SWM,2A,2025-11-01,2026-01-12,72,0,1,0,False,False,False,Rajdhani,True,163,0.136
12621,Tamil Nadu Express,KYN,MMR,3A,2026-01-22,2026-01-28,6,130,1,2,False,False,False,Superfast,False,382,0.092
12903,Golden Temple Mail,MTJ,NDLS,SL,2025-10-26,2026-01-23,89,0,1,4,False,False,False,Superfast,True,121,0.228
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-18,2026-02-05,18,6,2,3,False,False,False,Duronto,True,333,0.095
12903,Golden Temple Mail,MTJ,NDLS,2A,2026-03-28,2026-04-10,13,24,4,4,True,True,False,Superfast,False,367,0.225
12621,Tamil Nadu Express,BSL,NDLS,GN,2025-11-15,2026-01-31,77,0,1,5,False,False,True,Superfast,True,289,0.167
12621,Tamil Nadu Express,MMR,ET,GN,2026-04-02,2026-04-02,0,0,4,3,True,True,False,Superfast,True,246,0.293
12137,Punjab Mail,ET,BPL,3A,2026-03-07,2026-04-08,32,13,4,2,True,True,False,Mail,True,285,0.131
12951,Mumbai Rajdhani,SWM,NDLS,1A,2026-01-30,2026-03-19,48,0,3,3,True,False,False,Rajdhani,True,335,0.241
12187,Mumbai Garib Rath,JHS,GWL,3A,2025-12-30,2026-01-17,18,23,1,5,False,False,True,Garib Rath,True,82,0.113
12951,Mumbai Rajdhani,KOTA,SWM,3A,2026-02-27,2026-03-26,27,24,3,3,True,False,False,Rajdhani,True,346,0.262
12953,August Kranti Rajdhani,MMCT,KOTA,3A,2025-12-21,2026-02-11,52,0,2,2,False,False,False,Rajdhani,True,50,0.35
12925,Paschim Express,KOTA,SWM,SL,2026-01-05,2026-02-10,36,28,2,1,False,False,False,Superfast,True,352,0.1
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-11,2026-02-15,66,0,2,6,False,False,True,Duronto,True,382,0.129
12953,August Kranti Rajdhani,RTM,KOTA,3A,2026-02-07,2026-03-27,48,10,3,4,True,False,False,Rajdhani,True,141,0.132
12951,Mumbai Rajdhani,KOTA,SWM,3A,2025-12-13,2026-03-06,83,0,3,4,True,False,False,Rajdhani,True,173,0.202
12903,Golden Temple Mail,SWM,MTJ,SL,2026-02-04,2026-04-06,61,0,4,0,True,True,False,Superfast,True,69,0.123
12137,Punjab Mail,NMD,ET,SL,2025-11-05,2026-02-22,109,0,2,6,False,False,True,Mail,True,112,0.266
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-02-25,2026-03-07,10,0,3,5,True,False,True,Duronto,True,110,0.173
12925,Paschim Express,SWM,NDLS,SL,2025-11-30,2026-03-13,103,0,3,4,True,False,False,Superfast,True,147,0.101
12187,Mumbai Garib Rath,CSMT,KYN,3A,2025-10-12,2026-02-02,113,0,2,0,False,False,False,Garib Rath,True,382,0.08
12909,Garib Rath,KOTA,NDLS,3A,2025-10-08,2026-01-23,107,0,1,4,False,False,False,Garib Rath,True,319,0.074
12953,August Kranti Rajdhani,MMCT,ST,2A,2025-11-28,2026-01-16,49,0,1,4,False,False,False,Rajdhani,True,177,0.317
12187,Mumbai Garib Rath,BPL,NDLS,3A,2026-01-21,2026-03-27,65,0,3,4,True,False,False,Garib Rath,False,188,0.339
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-01-23,2026-02-23,31,0,2,0,False,False,False,Duronto,True,303,0.295
12137,Punjab Mail,CSMT,MMR,SL,2026-02-18,2026-03-02,12,108,3,0,True,False,False,Mail,False,374,0.216
12925,Paschim Express,MTJ,NDLS,2A,2025-11-12,2026-01-20,69,0,1,1,False,False,False,Superfast,True,151,0.303
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-12-13,2026-03-08,85,0,3,6,True,False,True,Duronto,True,228,0.342
12951,Mumbai Rajdhani,KOTA,NDLS,1A,2026-04-01,2026-04-01,0,0,4,2,True,True,False,Rajdhani,True,98,0.115
12953,August Kranti Rajdhani,BRC,NDLS,1A,2026-02-21,2026-04-01,39,43,4,2,True,True,False,Rajdhani,False,204,0.271
12951,Mumbai Rajdhani,KOTA,NDLS,2A,2026-02-04,2026-03-24,48,0,3,1,True,False,False,Rajdhani,True,125,0.289
12187,Mumbai Garib Rath,BPL,JHS,3A,2025-10-31,2026-01-13,74,0,1,1,False,False,False,Garib Rath,True,96,0.227
12137,Punjab Mail,GWL,NDLS,GN,2026-01-14,2026-02-11,28,0,2,2,False,False,False,Mail,True,103,0.236
12953,August Kranti Rajdhani,MMCT,BRC,3A,2026-02-02,2026-02-07,5,16,2,5,False,False,True,Rajdhani,True,249,0.071
12951,Mumbai Rajdhani,SWM,NDLS,2A,2025-12-06,2026-03-03,87,0,3,1,True,False,False,Rajdhani,True,187,0.306
12925,Paschim Express,ST,NDLS,2A,2025-11-29,2026-03-28,119,0,3,5,True,False,True,Superfast,True,114,0.209
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-02-04,2026-03-25,49,0,3,2,True,False,False,Duronto,True,193,0.126
12925,Paschim Express,MMCT,SWM,SL,2025-12-04,2026-01-29,56,28,1,3,False,False,False,Superfast,True,286,0.101
12903,Golden Temple Mail,KOTA,SWM,GN,2025-12-26,2026-01-14,19,0,1,2,False,False,False,Superfast,False,388,0.341
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-02-08,2026-04-10,61,0,4,4,True,True,False,Garib Rath,True,149,0.07
12187,Mumbai Garib Rath,CSMT,KYN,3A,2026-04-03,2026-04-10,7,163,4,4,True,True,False,Garib Rath,False,242,0.123
12621,Tamil Nadu Express,MMR,BSL,SL,2025-12-13,2026-03-23,100,0,3,0,True,False,False,Superfast,True,227,0.204
12925,Paschim Express,MMCT,KOTA,GN,2026-02-21,2026-02-26,5,0,2,3,False,False,False,Superfast,True,131,0.3
12909,Garib Rath,BRC,NDLS,3A,2025-12-21,2026-04-09,109,0,4,3,True,True,False,Garib Rath,True,398,0.179
12137,Punjab Mail,BPL,MTJ,SL,2026-02-10,2026-02-22,12,59,2,6,False,False,True,Mail,True,92,0.297
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-03-05,2026-03-18,13,4,3,2,True,False,False,Duronto,True,340,0.108
12909,Garib Rath,KOTA,NDLS,3A,2026-01-06,2026-03-27,80,0,3,4,True,False,False,Garib Rath,True,259,0.105
12909,Garib Rath,BVI,KOTA,3A,2025-11-29,2026-01-21,53,0,1,2,False,False,False,Garib Rath,True,171,0.106
12187,Mumbai Garib Rath,GWL,NDLS,3A,2025-12-01,2026-03-18,107,0,3,2,True,False,False,Garib Rath,True,308,0.179
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-20,2026-02-15,26,0,2,6,False,False,True,Duronto,True,390,0.302
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-10-13,2026-01-26,105,0,1,0,False,False,False,Duronto,True,51,0.069
12903,Golden Temple Mail,ST,MTJ,3A,2026-03-23,2026-03-24,1,19,3,1,True,False,False,Superfast,False,300,0.33
12137,Punjab Mail,ET,MTJ,3A,2025-12-20,2026-04-05,106,0,4,6,True,True,True,Mail,True,58,0.082
12925,Paschim Express,MMCT,SWM,GN,2025-11-30,2026-01-11,42,5,1,6,False,False,True,Superfast,True,300,0.061
12187,Mumbai Garib Rath,CSMT,GWL,3A,2025-11-01,2026-01-18,78,0,1,6,False,False,True,Garib Rath,True,286,0.271
12187,Mumbai Garib Rath,CSMT,BPL,3A,2026-02-06,2026-03-02,24,117,3,0,True,False,False,Garib Rath,False,344,0.323
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-13,2026-03-21,67,0,3,5,True,False,True,Duronto,True,118,0.173
12137,Punjab Mail,KYN,GWL,2A,2026-01-18,2026-03-08,49,33,3,6,True,False,True,Mail,False,283,0.325
12621,Tamil Nadu Express,BPL,JHS,GN,2026-01-07,2026-04-08,91,0,4,2,True,True,False,Superfast,True,203,0.33
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-10-28,2026-02-14,109,0,2,5,False,False,True,Duronto,True,373,0.234
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-11-01,2026-01-28,88,0,1,2,False,False,False,Duronto,True,133,0.288
12621,Tamil Nadu Express,CSMT,JHS,2A,2025-12-09,2026-03-20,101,0,3,4,True,False,False,Superfast,True,291,0.151
12909,Garib Rath,MMCT,BRC,3A,2026-01-24,2026-02-13,20,38,2,4,False,False,False,Garib Rath,True,328,0.273
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-14,2026-02-27,75,0,2,4,False,False,False,Duronto,True,101,0.118
12187,Mumbai Garib Rath,CSMT,GWL,3A,2026-01-03,2026-03-11,67,0,3,2,True,False,False,Garib Rath,True,192,0.301
12953,August Kranti Rajdhani,BRC,RTM,1A,2026-01-29,2026-02-10,12,36,2,1,False,False,False,Rajdhani,False,325,0.308
12903,Golden Temple Mail,MTJ,NDLS,2A,2025-10-23,2026-02-19,119,0,2,3,False,False,False,Superfast,False,249,0.103
12621,Tamil Nadu Express,JHS,AGC,SL,2025-11-21,2026-03-08,107,0,3,6,True,False,True,Superfast,True,144,0.115
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-03-10,2026-03-16,6,18,3,0,True,False,False,Duronto,False,201,0.143
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-10-05,2026-01-19,106,0,1,0,False,False,False,Duronto,True,71,0.31
12187,Mumbai Garib Rath,BSL,GWL,3A,2025-12-24,2026-03-05,71,0,3,3,True,False,False,Garib Rath,True,285,0.291
12903,Golden Temple Mail,MMCT,MTJ,2A,2026-01-17,2026-03-31,73,0,3,1,True,False,False,Superfast,True,342,0.233
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-11-27,2026-01-19,53,0,1,0,False,False,False,Duronto,True,110,0.078
12951,Mumbai Rajdhani,BRC,NDLS,2A,2025-12-11,2026-01-31,51,0,1,5,False,False,True,Rajdhani,True,85,0.067
12187,Mumbai Garib Rath,CSMT,BSL,3A,2026-01-25,2026-03-10,44,37,3,1,True,False,False,Garib Rath,True,225,0.162
12951,Mumbai Rajdhani,MMCT,SWM,2A,2025-12-16,2026-01-20,35,0,1,1,False,False,False,Rajdhani,True,245,0.254
12951,Mumbai Rajdhani,KOTA,NDLS,1A,2025-12-26,2026-02-27,63,0,2,4,False,False,False,Rajdhani,True,145,0.057
12953,August Kranti Rajdhani,RTM,NDLS,3A,2025-11-22,2026-02-02,72,0,2,0,False,False,False,Rajdhani,True,337,0.114
12951,Mumbai Rajdhani,KOTA,SWM,2A,2026-01-23,2026-01-26,3,68,1,0,False,False,False,Rajdhani,False,64,0.34
12621,Tamil Nadu Express,MMR,BSL,3A,2026-01-27,2026-02-15,19,67,2,6,False,False,True,Superfast,True,166,0.244
12621,Tamil Nadu Express,BPL,AGC,GN,2026-01-29,2026-03-30,60,0,3,0,True,False,False,Superfast,True,329,0.148
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-14,2026-02-16,64,0,2,0,False,False,False,Duronto,True,382,0.343
12187,Mumbai Garib Rath,JHS,GWL,3A,2025-12-31,2026-02-25,56,16,2,2,False,False,False,Garib Rath,True,273,0.288
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-01-14,2026-03-02,47,0,3,0,True,False,False,Duronto,True,347,0.104
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-01-30,2026-03-20,49,0,3,4,True,False,False,Duronto,True,392,0.218
12909,Garib Rath,MMCT,KOTA,3A,2026-01-16,2026-02-03,18,67,2,1,False,False,False,Garib Rath,False,217,0.082
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-22,2026-02-10,50,9,2,1,False,False,False,Duronto,True,195,0.218
12621,Tamil Nadu Express,AGC,NDLS,SL,2026-01-07,2026-03-04,56,0,3,2,True,False,False,Superfast,True,89,0.336
12951,Mumbai Rajdhani,BRC,KOTA,3A,2025-12-30,2026-03-08,68,0,3,6,True,False,True,Rajdhani,True,141,0.199
12187,Mumbai Garib Rath,BPL,JHS,3A,2025-12-26,2026-03-21,85,0,3,5,True,False,True,Garib Rath,True,317,0.251
12621,Tamil Nadu Express,ET,JHS,2A,2026-02-25,2026-04-08,42,0,4,2,True,True,False,Superfast,True,216,0.191
12925,Paschim Express,SWM,MTJ,3A,2025-10-06,2026-01-19,105,0,1,0,False,False,False,Superfast,True,184,0.281
